"unit_id","type","area","status","price","location","floor_number","transaction_id","customer_id","portfolio_id","monthly_rent"
"7414","Villa","447.48","Reserved","1719866.55","Lisahaven","10","","","115.0",""
"7415","Commercial","399.64","Under Construction","124464.79","Port William","4","","","60.0",""
"7416","Commercial","396.78","Sold","1759397.42","Jenniferville","22","","","121.0","16977.41"
"7417","Villa","45.66","Under Construction","686820.12","West Aaron","1","","","",""
"7418","Studio","415.05","Reserved","1686925.7","South Loriview","22","","","209.0",""
"7419","Commercial","416.58","Available","1143069.42","Morrisonborough","24","4380.0","7368.0","273.0",""
"7420","Commercial","423.7","Sold","1184251.55","Port Marvinton","6","","","52.0",""
"7421","Studio","119.77","Available","420913.99","New Michael","16","","","252.0",""
"7422","Villa","447.43","Sold","867963.52","Smithchester","10","","","5.0",""
"7423","Apartment","101.42","Reserved","70600.66","Danielchester","21","","","","25703.29"
"7424","Commercial","403.98","Reserved","1358322.84","Jenniferfurt","23","","","307.0",""
"7425","Villa","297.46","Reserved","2309858.2","New Mary","26","2615.0","821.0","","42975.83"
"7426","Apartment","382.89","Under Construction","843391.53","Lake Kathleenbury","14","5830.0","3360.0","320.0","78259.74"
"7427","Villa","67.71","Under Construction","1825832.34","Port Kimmouth","26","3935.0","979.0","318.0","54203.04"
"7428","Villa","114.54","Under Construction","1002667.8","Amberchester","20","","","281.0",""
"7429","Commercial","164.82","Sold","281507.53","Westtown","1","2373.0","136.0","169.0",""
"7430","Villa","277.69","Sold","2484491.12","West Blake","18","2388.0","6006.0","98.0",""
"7431","Apartment","267.23","Sold","1385886.77","South Dianeview","4","","","66.0","7063.84"
"7432","Studio","92.78","Sold","1307386.77","Jobury","11","","","",""
"7433","Apartment","443.85","Reserved","2197688.95","West Nicole","7","2069.0","6828.0","","29855.89"
"7434","Villa","260.35","Reserved","1404120.44","Port Ryan","28","4792.0","4238.0","9.0","56087.41"
"7435","Villa","320.43","Sold","1984991.6","East Kyle","20","","","287.0",""
"7436","Studio","45.36","Reserved","2362016.47","Brandonville","16","","","248.0",""
"7437","Villa","64.08","Under Construction","1216592.27","Timothyberg","25","","","284.0",""
"7438","Villa","416.63","Available","1244788.63","Jacobsside","30","","","309.0",""
"7439","Apartment","61.41","Reserved","611638.05","Lake Todd","0","6071.0","1840.0","","47978.67"
"7440","Commercial","71.46","Under Construction","1088010.93","East Ronaldton","25","1508.0","6619.0","378.0","29011.09"
"7441","Villa","373.31","Available","319823.25","Brownmouth","19","","","",""
"7442","Commercial","318.36","Reserved","1046143.22","West Erica","24","","","",""
"7443","Villa","278.92","Under Construction","553552.84","New Martin","18","6771.0","5340.0","34.0",""
"7444","Villa","288.03","Under Construction","1701245.43","New Caseyhaven","29","","","124.0","9337.6"
"7445","Villa","377.1","Available","2160072.58","Robertland","13","4569.0","5276.0","9.0",""
"7446","Commercial","61.37","Under Construction","1527809.35","Pamelaport","25","","","",""
"7447","Villa","281.51","Sold","80523.11","Port Suzanneport","11","586.0","6400.0","44.0","30018.33"
"7448","Villa","437.1","Under Construction","1410854.34","South Tracyton","25","","","201.0",""
"7449","Commercial","422.28","Sold","1705329.36","Port Charlestown","15","5318.0","6382.0","",""
"7450","Apartment","46.78","Sold","240397.34","New Pamela","23","","","312.0",""
"7451","Apartment","334.7","Reserved","1408691.09","Brianfurt","0","1315.0","2307.0","",""
"7452","Studio","87.77","Under Construction","1554453.56","Marshstad","26","","","","65581.84"
"7453","Villa","347.49","Under Construction","653098.03","Lake Josephfurt","0","","","151.0",""
"7454","Commercial","142.15","Available","2421202.62","Alyssaburgh","26","1399.0","5864.0","",""
"7455","Commercial","403.27","Available","829926.42","North Ryanmouth","1","427.0","4660.0","87.0",""
"7456","Villa","376.98","Reserved","446259.4","Rebeccamouth","3","2718.0","4593.0","42.0",""
"7457","Commercial","116.69","Available","493930.33","East Jill","21","3994.0","592.0","114.0",""
"7458","Commercial","71.4","Under Construction","2143961.38","Edwardmouth","21","","","9.0",""
"7459","Apartment","275.2","Reserved","684442.43","Jameschester","16","","","179.0",""
"7460","Apartment","387.19","Reserved","2016484.56","Carpenterberg","20","1682.0","5161.0","325.0",""
"7461","Villa","76.89","Sold","1628141.47","Sandystad","13","","","269.0",""
"7462","Studio","334.56","Sold","1803776.98","South Robin","1","4643.0","5050.0","164.0",""
"7463","Villa","335.1","Available","465171.57","Lake Stephenbury","30","","","99.0",""
"7464","Studio","165.76","Available","2118237.35","Nelsonview","16","6145.0","5655.0","359.0",""
"7465","Apartment","407.83","Under Construction","734012.77","South Mike","18","","","235.0",""
"7466","Commercial","44.55","Available","2156429.02","Port Natalie","25","","","139.0","32658.98"
"7467","Villa","171.73","Available","900149.22","Wheelerfort","11","","","33.0",""
"7468","Commercial","207.51","Under Construction","976753.22","Hernandezport","20","1887.0","2243.0","229.0",""
"7469","Studio","270.07","Reserved","243403.68","Nicoletown","27","","","305.0",""
"7470","Apartment","438.19","Under Construction","2344305.03","Lucasville","21","6649.0","7664.0","133.0",""
"7471","Commercial","422.78","Available","2204230.18","Bakerview","13","","","16.0",""
"7472","Apartment","309.04","Under Construction","591715.98","South Michele","25","","","296.0","7760.75"
"7473","Studio","76.22","Under Construction","843781.63","Gabrielleview","6","","","150.0",""
"7474","Apartment","244.11","Under Construction","2483470.02","Ianfurt","9","3037.0","7346.0","59.0",""
"7475","Apartment","215.71","Available","1335382.92","Cookside","7","","","332.0","56831.95"
"7476","Studio","110.0","Sold","2335426.15","Gloriaburgh","7","","","347.0",""
"7477","Apartment","254.55","Reserved","726828.05","West Dakotaton","20","","","188.0",""
"7478","Commercial","423.07","Reserved","1582354.02","West Alexport","22","1275.0","3508.0","",""
"7479","Studio","235.73","Reserved","1471381.98","Jacobside","10","","","",""
"7480","Apartment","345.55","Sold","428618.11","Crystalport","4","367.0","6946.0","185.0",""
"7481","Commercial","393.9","Under Construction","2400791.69","East Elainehaven","20","1764.0","375.0","354.0",""
"7482","Studio","270.3","Under Construction","1721563.57","North Davidmouth","28","","","89.0",""
"7483","Commercial","391.83","Under Construction","968286.05","Phillipsstad","21","","","321.0",""
"7484","Studio","447.03","Under Construction","1717228.35","North Anthonyshire","21","","","369.0","36223.9"
"7485","Studio","316.1","Sold","1328116.08","Adambury","13","","","223.0",""
"7486","Villa","81.33","Available","1999870.0","East Danielle","23","","","","46892.54"
"7487","Studio","365.28","Reserved","429534.25","New Jamesview","8","","","108.0",""
"7488","Studio","258.42","Sold","1928229.47","South Brittany","18","992.0","5584.0","100.0","79111.15"
"7489","Studio","402.02","Reserved","2167656.59","South Williamhaven","13","","","",""
"7490","Studio","137.7","Reserved","2103062.27","Velazquezmouth","19","","","21.0","16865.38"
"7491","Studio","117.21","Available","319786.02","Cunninghammouth","17","2040.0","3594.0","333.0",""
"7492","Villa","390.9","Available","315223.52","Rebeccaville","2","","","","14496.47"
"7493","Commercial","137.04","Sold","1453022.9","Port Nathanport","16","","","",""
"7494","Apartment","400.27","Reserved","1074658.98","New Duane","30","","","387.0",""
"7495","Commercial","261.71","Reserved","457899.03","Edgarberg","6","","","2.0","24211.89"
"7496","Commercial","90.58","Sold","1054301.17","West Tonyatown","8","4481.0","416.0","165.0","48865.51"
"7497","Apartment","152.87","Under Construction","2122689.85","New Lori","26","6472.0","7086.0","311.0",""
"7498","Studio","442.21","Under Construction","344379.39","Brownmouth","18","","","127.0",""
"7499","Apartment","42.41","Sold","1984953.42","South Saraburgh","16","4606.0","4062.0","40.0","18488.84"
"7500","Apartment","181.56","Sold","1015866.48","Melissafurt","20","3358.0","7045.0","135.0",""
"7501","Villa","415.39","Under Construction","1664153.63","Kellyside","16","","","60.0",""
"7502","Studio","51.85","Sold","86285.09","Annaton","22","","","180.0",""
"7503","Villa","117.82","Available","829521.26","Barbarastad","11","1293.0","6567.0","",""
"7504","Studio","236.08","Under Construction","2102706.56","Longborough","1","","","",""
"7505","Villa","165.65","Under Construction","972516.19","Michaelchester","24","","","186.0",""
"7506","Apartment","171.68","Sold","71965.07","North Roger","8","","","50.0","76595.32"
"7507","Villa","92.68","Sold","754785.32","East Karen","25","1209.0","7280.0","","13827.05"
"7508","Studio","238.58","Reserved","2333806.98","East Marietown","0","6053.0","193.0","253.0","11653.25"
"7509","Studio","217.97","Under Construction","104818.37","Williamsburgh","24","","","",""
"7510","Villa","354.92","Reserved","1621004.05","North Bruce","29","","","178.0","57177.1"
"7511","Commercial","231.02","Available","2273700.92","Joshuabury","22","","","373.0","35126.37"
"7512","Villa","248.35","Reserved","1753458.59","New Sydney","19","3884.0","4826.0","61.0",""
"7513","Apartment","251.03","Under Construction","513872.34","Lake Jason","7","","","230.0",""
"7514","Studio","166.58","Reserved","276121.45","Turnerside","26","","","19.0",""
"7515","Villa","214.53","Under Construction","1543010.63","North Michaelland","8","4850.0","1511.0","259.0","13008.28"
"7516","Apartment","296.69","Under Construction","2237536.74","Port Bruceport","21","","","53.0",""
"7517","Villa","175.16","Available","593981.09","East Charlene","16","138.0","7677.0","",""
"7518","Villa","405.6","Sold","1745265.83","Jefferyhaven","10","4048.0","7922.0","349.0",""
"7519","Apartment","78.74","Available","1049874.28","Lake Randy","18","","","41.0",""
"7520","Commercial","314.75","Under Construction","1457240.49","North Patrick","24","","","139.0",""
"7521","Studio","291.7","Available","1439481.18","Smithfurt","16","","","113.0",""
"7522","Apartment","366.2","Under Construction","835046.04","West Tracy","29","","","274.0","57843.14"
"7523","Villa","446.3","Reserved","1005399.2","Simmonsburgh","1","","","96.0","64119.67"
"7524","Commercial","137.14","Under Construction","740646.95","Johnsonbury","30","","","161.0","75049.65"
"7525","Studio","45.76","Under Construction","582696.99","Theresaberg","0","","","337.0","40701.97"
"7526","Apartment","201.77","Available","1591465.84","Sharonport","12","","","399.0","18646.88"
"7527","Studio","64.28","Available","954866.82","Whitetown","5","","","",""
"7528","Commercial","252.61","Available","1426904.5","East Cassandra","1","4530.0","6041.0","235.0","49713.51"
"7529","Apartment","262.69","Under Construction","652092.33","Huffmanborough","10","3789.0","763.0","326.0","62105.78"
"7530","Studio","71.43","Available","535967.0","Hoffmanport","7","968.0","6472.0","281.0",""
"7531","Studio","341.84","Under Construction","735329.03","Floresborough","28","","","198.0","41503.98"
"7532","Apartment","170.79","Available","1292103.97","Rosefort","11","6419.0","7117.0","43.0",""
"7533","Apartment","178.86","Available","2485809.58","North Jennifer","12","","","362.0",""
"7534","Commercial","183.35","Under Construction","1586271.07","Lake Bryan","30","","","110.0",""
"7535","Commercial","403.66","Reserved","1612940.74","Jessicastad","16","","","205.0",""
"7536","Villa","269.83","Available","1444612.16","Jasonside","30","","","225.0",""
"7537","Commercial","241.03","Sold","2028571.98","Joneschester","28","410.0","6821.0","374.0","7832.23"
"7538","Villa","402.33","Under Construction","1486415.94","East Johnnystad","0","2593.0","2803.0","75.0",""
"7539","Commercial","387.28","Available","75462.12","North Julie","17","33.0","5094.0","",""
"7540","Villa","395.75","Under Construction","344336.92","South James","27","","","36.0","58812.57"
"7541","Commercial","207.86","Sold","1718627.36","East Tamarafurt","24","","","48.0","51742.42"
"7542","Commercial","102.81","Sold","1310803.72","Cliffordview","11","","","295.0",""
"7543","Commercial","150.05","Sold","1423070.26","East Zachary","25","5088.0","4446.0","396.0",""
"7544","Studio","341.27","Reserved","249083.12","Zacharyview","8","","","12.0",""
"7545","Commercial","249.04","Sold","1563193.06","Brianberg","5","","","28.0",""
"7546","Apartment","157.58","Sold","2384858.53","Riggshaven","15","","","313.0",""
"7547","Commercial","250.93","Under Construction","497166.87","Lake Pamela","4","","","356.0",""
"7548","Studio","79.73","Sold","1377065.9","Mariaborough","2","","","294.0",""
"7549","Villa","190.72","Sold","521740.39","Mendozaville","13","","","31.0",""
"7550","Villa","47.74","Under Construction","1438170.2","Simonstad","2","2672.0","2639.0","260.0",""
"7551","Commercial","283.42","Sold","397416.37","New Michaelside","14","4362.0","6208.0","196.0","49732.09"
"7552","Commercial","430.07","Under Construction","2446824.24","Bellside","22","4173.0","3340.0","7.0",""
"7553","Commercial","403.72","Available","2027342.52","East Hannah","22","2473.0","2443.0","189.0",""
"7554","Studio","121.89","Available","433266.2","North Wandaberg","9","","","182.0","37816.02"
"7555","Apartment","292.15","Under Construction","2134162.78","West Maryport","4","","","341.0","21629.19"
"7556","Villa","234.05","Under Construction","1636228.59","Cabreraborough","17","","","199.0",""
"7557","Commercial","219.92","Reserved","1162774.51","Tonyaside","30","2044.0","916.0","279.0","21108.9"
"7558","Commercial","444.46","Under Construction","1214223.54","Thomaschester","15","","","","44488.39"
"7559","Commercial","125.7","Reserved","1309634.96","South Rachel","13","","","271.0",""
"7560","Villa","140.97","Under Construction","545723.82","Garyport","9","6753.0","7121.0","",""
"7561","Commercial","149.42","Available","56761.14","New Michelleland","16","2076.0","2604.0","114.0",""
"7562","Commercial","271.61","Reserved","999326.01","North Tyler","6","","","70.0",""
"7563","Commercial","407.96","Under Construction","149732.58","Lake Tammymouth","22","","","333.0",""
"7564","Villa","52.93","Under Construction","2220390.12","South Marc","24","2461.0","1211.0","68.0",""
"7565","Villa","87.56","Sold","55292.26","West Edward","15","","","372.0","17597.45"
"7566","Villa","376.91","Under Construction","2016649.5","Woodburgh","18","1119.0","202.0","373.0",""
"7567","Studio","176.15","Reserved","1686675.75","Mcgeefurt","19","","","",""
"7568","Apartment","245.51","Available","2266600.73","Port Robertburgh","4","","","299.0","8288.18"
"7569","Apartment","372.47","Sold","467966.74","Mariamouth","11","","","20.0","33763.19"
"7570","Villa","114.66","Sold","1771405.3","Kristiemouth","30","","","389.0","55552.79"
"7571","Studio","262.38","Under Construction","1760499.44","Cruztown","10","968.0","6472.0","123.0",""
"7572","Commercial","300.42","Reserved","1952283.04","Beckerchester","1","","","360.0","22194.91"
"7573","Studio","213.0","Sold","421485.0","East Colton","28","","","333.0",""
"7574","Commercial","213.28","Available","1769144.79","Lake Sandrahaven","6","","","198.0","56545.73"
"7575","Studio","329.41","Under Construction","806480.45","South Kristinport","6","1978.0","7841.0","289.0",""
"7576","Commercial","309.82","Available","950292.48","North Kathrynburgh","7","5170.0","1767.0","",""
"7577","Studio","426.96","Under Construction","891247.6","East Connieport","21","","","31.0",""
"7578","Villa","285.25","Reserved","1887857.0","New Amy","0","","","116.0","72886.96"
"7579","Commercial","216.74","Reserved","933188.52","East Sarahfort","20","5490.0","7205.0","47.0",""
"7580","Apartment","213.46","Sold","843056.06","Solisstad","6","","","158.0",""
"7581","Villa","306.38","Sold","2335156.07","Port Rebeccahaven","30","","","129.0","13581.4"
"7582","Studio","267.78","Reserved","2249239.38","Brownton","27","","","387.0","11608.71"
"7583","Commercial","239.95","Sold","2169812.51","Lake Paul","1","","","251.0",""
"7584","Commercial","408.69","Reserved","1310162.79","West Alisha","28","5572.0","765.0","326.0",""
"7585","Apartment","45.36","Reserved","308815.99","Lake Courtney","28","","","256.0","48590.47"
"7586","Apartment","86.4","Under Construction","416073.55","Williamville","6","","","47.0",""
"7587","Apartment","355.43","Available","1889195.54","South Jacquelineview","17","","","203.0","68050.73"
"7588","Apartment","78.88","Reserved","535454.96","North Roberttown","27","","","346.0",""
"7589","Villa","380.68","Reserved","1816664.64","East Chelseaborough","14","","","51.0",""
"7590","Commercial","369.47","Under Construction","2474876.9","East Aaron","22","","","21.0",""
"7591","Studio","393.74","Under Construction","1325134.96","Arnoldborough","22","","","147.0",""
"7592","Commercial","163.97","Reserved","1445707.64","West Margaret","6","5143.0","5102.0","21.0",""
"7593","Studio","300.01","Reserved","871514.75","Simsborough","0","","","93.0",""
"7594","Villa","354.94","Reserved","277246.79","New Jose","8","","","198.0","63233.86"
"7595","Apartment","48.28","Under Construction","1270016.85","Lake Matthewberg","13","","","","69469.17"
"7596","Villa","70.9","Reserved","1318460.39","Carlamouth","3","","","151.0","16113.75"
"7597","Apartment","406.35","Under Construction","2089246.54","Bradshawstad","21","","","",""
"7598","Studio","422.58","Available","2193706.74","Angelastad","9","2712.0","2532.0","271.0",""
"7599","Commercial","340.67","Sold","502978.53","Johnsonton","2","5301.0","2477.0","56.0","26990.2"
"7600","Commercial","241.19","Sold","1492797.11","Salinaschester","27","","","141.0","63445.94"
"7601","Studio","129.19","Under Construction","364279.62","Hensonville","18","","","149.0","40678.37"
"7602","Apartment","100.5","Reserved","1749655.17","South Justinport","13","","","27.0","47747.95"
"7603","Commercial","342.56","Reserved","205419.57","Ellisonfurt","25","","","186.0","77317.01"
"7604","Studio","35.0","Under Construction","847333.92","Aliciaton","1","","","256.0","55652.24"
"7605","Studio","53.73","Sold","254206.47","Lake Hannahport","1","990.0","5516.0","206.0",""
"7606","Commercial","66.82","Under Construction","1474698.83","North David","6","","","251.0",""
"7607","Villa","406.81","Under Construction","1410820.6","South Amandaville","13","","","81.0","49871.42"
"7608","Commercial","178.59","Available","95915.84","Connorland","7","2123.0","6396.0","151.0",""
"7609","Studio","43.97","Reserved","2226359.42","New Melissa","22","","","59.0",""
"7610","Studio","77.57","Available","2499483.96","Stevenland","20","","","175.0",""
"7611","Studio","103.24","Available","1702854.39","Jacksonfurt","7","6965.0","1307.0","317.0",""
"7612","Studio","428.82","Sold","937608.73","Rivaston","5","","","",""
"7613","Apartment","339.79","Available","909598.78","Rebeccaberg","19","154.0","3454.0","143.0","27175.52"
"7614","Studio","118.75","Under Construction","2061290.52","Robbinsburgh","23","","","290.0","23561.42"
"7615","Villa","152.51","Available","2497475.87","West Michael","20","","","336.0",""
"7616","Apartment","170.83","Available","1085797.5","Allenside","20","587.0","1701.0","83.0",""
"7617","Apartment","445.87","Under Construction","954785.85","North Rachel","25","6591.0","5432.0","318.0",""
"7618","Apartment","186.95","Sold","2077900.44","Manuelshire","30","","","229.0",""
"7619","Apartment","164.45","Reserved","622775.95","Barronside","0","3871.0","1045.0","199.0","36163.98"
"7620","Studio","325.77","Sold","155945.41","Powellville","22","990.0","5516.0","",""
"7621","Villa","190.18","Reserved","898300.01","East Lindsay","15","","","314.0",""
"7622","Studio","136.6","Reserved","1653003.97","Allenmouth","21","3630.0","822.0","200.0","26039.25"
"7623","Villa","286.79","Sold","1285625.26","North Lisaborough","20","5923.0","1898.0","165.0",""
"7624","Apartment","125.13","Sold","703086.84","Jenningsview","17","1240.0","2270.0","8.0",""
"7625","Apartment","105.8","Sold","188741.58","South Loganburgh","9","","","1.0","51058.32"
"7626","Studio","314.21","Reserved","456699.98","Brittanystad","2","","","",""
"7627","Villa","290.39","Available","2456107.61","East Dianemouth","23","","","",""
"7628","Commercial","65.88","Reserved","1251408.64","West Evan","1","3177.0","2424.0","271.0","59710.9"
"7629","Villa","54.09","Available","1956770.06","New Paulmouth","26","2311.0","5638.0","335.0","78442.85"
"7630","Studio","71.72","Reserved","2064463.27","Matthewburgh","3","6508.0","4092.0","44.0",""
"7631","Apartment","192.11","Available","403084.7","Sierrastad","28","","","","41482.68"
"7632","Apartment","64.68","Under Construction","1329148.45","West Richard","8","","","259.0",""
"7633","Apartment","43.03","Under Construction","1835098.03","West Theresafort","30","","","175.0",""
"7634","Apartment","237.51","Under Construction","1174402.17","South Pamela","27","","","141.0",""
"7635","Commercial","116.42","Reserved","935094.73","Port Ashley","15","","","123.0","17822.08"
"7636","Commercial","340.19","Sold","537611.98","New Marvin","11","","","17.0",""
"7637","Apartment","290.95","Sold","735038.38","East Brandon","10","5933.0","4671.0","",""
"7638","Apartment","307.65","Available","1374114.65","Kellyborough","11","5143.0","5102.0","103.0",""
"7639","Studio","210.73","Available","1698852.04","Rogershaven","29","","","5.0",""
"7640","Apartment","207.52","Sold","2062357.98","West Travisburgh","21","3116.0","3062.0","130.0",""
"7641","Studio","337.78","Under Construction","1374565.54","Williston","30","3035.0","2589.0","256.0",""
"7642","Commercial","398.98","Available","2080711.46","South Kristin","29","3893.0","2917.0","111.0","44419.79"
"7643","Studio","63.41","Under Construction","1436691.06","East Zachary","16","3960.0","5281.0","258.0","30999.53"
"7644","Villa","259.15","Under Construction","1635469.63","Port Jennifertown","8","","","","53007.73"
"7645","Studio","314.51","Sold","1714208.13","South Molly","19","","","111.0",""
"7646","Apartment","80.35","Available","519695.21","Lake Peterport","18","","","154.0","51921.12"
"7647","Commercial","204.39","Sold","1918986.53","Allenhaven","17","5573.0","7470.0","43.0",""
"7648","Studio","86.84","Under Construction","519231.34","Careyborough","21","","","142.0",""
"7649","Villa","266.76","Reserved","1276832.65","Joeborough","21","6803.0","6465.0","296.0",""
"7650","Studio","145.55","Under Construction","1050440.95","West Jeffrey","6","","","177.0","6658.58"
"7651","Commercial","50.37","Sold","282571.16","New Tanyaville","30","1930.0","4463.0","",""
"7652","Apartment","274.37","Available","2166105.22","Hernandezside","0","6215.0","7468.0","97.0",""
"7653","Apartment","142.99","Under Construction","133152.58","Danielbury","14","","","280.0",""
"7654","Apartment","329.08","Available","2145612.99","Port Robert","19","","","179.0",""
"7655","Villa","92.34","Reserved","995081.86","Lake Danielle","3","6614.0","1680.0","306.0",""
"7656","Commercial","100.88","Sold","310575.7","Melvinview","0","6412.0","2708.0","378.0",""
"7657","Villa","303.99","Sold","2420464.37","South Brandonside","9","1293.0","6567.0","",""
"7658","Commercial","316.44","Under Construction","2462795.92","Port Travisville","27","","","79.0","37014.04"
"7659","Villa","407.62","Under Construction","552456.35","Patriciafurt","5","","","395.0","12960.73"
"7660","Studio","326.55","Under Construction","959950.41","Lake Nicholas","22","2687.0","1909.0","",""
"7661","Commercial","166.84","Under Construction","1694637.42","Courtneyview","25","","","382.0",""
"7662","Apartment","173.4","Sold","1452767.52","New Kevinfurt","19","","","77.0","26758.59"
"7663","Villa","360.26","Reserved","815351.43","Robertmouth","4","","","295.0","44659.55"
"7664","Studio","44.62","Available","1989740.42","Loweborough","6","242.0","6322.0","359.0","51145.67"
"7665","Commercial","114.78","Sold","577664.77","North Joel","19","","","298.0",""
"7666","Villa","143.93","Sold","1462498.76","Richardsberg","7","4277.0","7091.0","161.0",""
"7667","Commercial","262.55","Available","720966.11","New Alisonshire","8","2958.0","3032.0","383.0",""
"7668","Villa","323.04","Under Construction","2228150.86","Watkinsside","3","","","",""
"7669","Studio","53.06","Available","1072131.76","South Tamaraborough","15","2111.0","4754.0","33.0","49107.53"
"7670","Studio","278.37","Under Construction","97861.6","South Nicholas","12","","","352.0",""
"7671","Apartment","122.38","Reserved","201485.27","South Emily","28","","","354.0","47241.35"
"7672","Commercial","302.84","Sold","441368.3","Donnaport","22","","","1.0",""
"7673","Commercial","173.2","Available","858019.17","North Alexandra","30","626.0","3087.0","137.0",""
"7674","Villa","375.22","Under Construction","526915.54","Tracyberg","10","","","66.0","45671.87"
"7675","Villa","359.92","Sold","2082466.57","Bondland","3","","","329.0",""
"7676","Villa","311.62","Under Construction","783842.99","Lake Vanessaside","27","","","222.0","66551.54"
"7677","Apartment","343.0","Reserved","1775949.38","Chrisland","29","","","252.0","9117.49"
"7678","Apartment","52.95","Sold","1753644.98","North Patriciachester","18","","","185.0",""
"7679","Studio","427.09","Under Construction","1945623.62","West Michellehaven","0","6202.0","303.0","88.0","67192.14"
"7680","Commercial","261.17","Reserved","796236.05","Matthewburgh","0","","","302.0","55508.0"
"7681","Studio","330.47","Sold","1704627.03","South Brettshire","16","6973.0","5372.0","31.0","75949.89"
"7682","Apartment","187.38","Available","147160.97","Jacksonshire","18","3497.0","5595.0","",""
"7683","Studio","412.0","Available","443222.84","Thorntonbury","20","5398.0","5820.0","",""
"7684","Commercial","324.39","Reserved","2189350.88","Lake Ricky","9","5408.0","5447.0","145.0",""
"7685","Commercial","163.71","Reserved","2084517.34","Klineburgh","28","1132.0","1276.0","",""
"7686","Studio","172.8","Under Construction","1995931.92","New Betty","11","","","",""
"7687","Commercial","63.98","Reserved","1655345.35","Jenniferside","12","","","74.0","55462.49"
"7688","Studio","238.94","Under Construction","1733372.62","Williamsmouth","25","6052.0","3547.0","253.0","74161.96"
"7689","Apartment","339.55","Under Construction","2405175.27","South Christopher","5","41.0","4320.0","316.0","38094.54"
"7690","Commercial","254.24","Sold","696159.81","Josephfort","22","","","39.0",""
"7691","Studio","444.02","Available","185085.0","Reyesmouth","18","","","",""
"7692","Villa","183.83","Under Construction","779358.05","New Brandon","25","297.0","7849.0","400.0",""
"7693","Villa","195.4","Reserved","2298408.76","Moorechester","20","","","145.0",""
"7694","Apartment","187.74","Sold","2296592.8","West Curtisview","18","4140.0","3459.0","228.0",""
"7695","Commercial","210.69","Sold","2144183.48","Hofort","24","","","3.0",""
"7696","Studio","251.53","Under Construction","812814.47","Port Patrickville","14","","","307.0",""
"7697","Studio","221.48","Available","1089733.64","Lake Emilyport","3","","","358.0",""
"7698","Commercial","142.86","Reserved","759614.89","Jessicamouth","1","","","","18170.5"
"7699","Apartment","174.44","Available","1579794.22","Thompsonshire","30","4482.0","5689.0","113.0",""
"7700","Commercial","195.42","Reserved","1795191.87","North Joseph","18","6425.0","3619.0","285.0",""
"7701","Studio","444.6","Under Construction","973897.64","West James","10","4999.0","4319.0","137.0",""
"7702","Villa","227.0","Sold","452069.88","South Katelynton","21","6543.0","6462.0","264.0",""
"7703","Apartment","197.77","Under Construction","1830739.5","Lake Brendanmouth","10","","","105.0",""
"7704","Commercial","125.22","Available","496032.42","East Lindseyport","28","","","120.0","32604.49"
"7705","Studio","374.74","Reserved","1577960.11","East Robert","12","","","109.0",""
"7706","Apartment","432.4","Available","2266124.07","New Haileymouth","8","4972.0","3459.0","101.0",""
"7707","Villa","97.72","Available","154254.3","Courtneyside","15","","","135.0","34331.2"
"7708","Studio","251.66","Under Construction","1313148.01","Ramirezport","15","546.0","1286.0","",""
"7709","Studio","90.65","Under Construction","355802.71","South Joshua","22","64.0","5295.0","3.0",""
"7710","Commercial","54.45","Sold","2134606.82","West Shannonbury","27","","","317.0","76028.55"
"7711","Studio","83.01","Available","572149.8","Stephanieland","1","","","132.0","10829.58"
"7712","Apartment","399.16","Reserved","2398836.4","South Carlchester","27","","","381.0",""
"7713","Villa","143.65","Reserved","793780.38","East Michaelport","8","5075.0","626.0","150.0",""
"7714","Apartment","185.51","Sold","1281036.21","Port Elizabeth","26","","","381.0",""
"7715","Apartment","318.22","Available","1285756.93","Matthewberg","10","","","337.0","76276.12"
"7716","Apartment","76.46","Under Construction","2006583.51","Carrieville","19","324.0","2199.0","",""
"7717","Apartment","173.81","Under Construction","974991.84","Port Michael","16","52.0","7268.0","212.0",""
"7718","Apartment","329.16","Under Construction","2326973.92","Yuhaven","21","","","238.0",""
"7719","Commercial","332.22","Under Construction","1950858.41","Port Tara","8","5297.0","4578.0","","61059.22"
"7720","Villa","168.21","Available","1904479.56","North Elizabeth","13","","","145.0",""
"7721","Studio","360.58","Reserved","1356830.79","Wendyfurt","22","","","182.0",""
"7722","Apartment","257.75","Under Construction","1911315.97","North Sydneyton","5","1327.0","5044.0","258.0",""
"7723","Villa","374.07","Under Construction","876128.83","New Calebmouth","7","","","77.0",""
"7724","Villa","367.65","Sold","2044812.07","East Tylerville","12","","","154.0",""
"7725","Apartment","132.16","Reserved","1806529.33","Anitaport","11","","","99.0",""
"7726","Studio","112.41","Sold","277970.33","South Adamtown","23","","","9.0",""
"7727","Studio","273.44","Reserved","2276197.89","Angelaborough","25","","","271.0",""
"7728","Apartment","49.72","Sold","2074929.01","East Amanda","17","","","164.0","42491.81"
"7729","Villa","392.27","Reserved","2116518.49","Whitetown","20","","","180.0",""
"7730","Studio","398.24","Reserved","1933741.19","Moorehaven","0","","","33.0","68067.42"
"7731","Commercial","108.05","Sold","794440.21","West Davidview","3","1672.0","3379.0","297.0",""
"7732","Studio","135.63","Sold","1868949.34","Emilybury","10","","","",""
"7733","Apartment","98.76","Sold","496458.09","East Kathleentown","25","","","243.0",""
"7734","Commercial","399.77","Under Construction","1779411.37","Lopezfurt","6","3133.0","324.0","",""
